,source,author,title,description,url,urlToImage,publishedAt,content
53,"{'id': 'google-news', 'name': 'Google News'}",,U.S. Fed to consider tougher rules for midsize banks after SVB ... - Reuters,U.S. Fed to consider tougher rules for midsize banks after SVB ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9idXNpbmVzcy9maW5hbmNlL3VzLWZlZC1jb25zaWRlci10b3VnaGVyLXJ1bGVzLW1pZHNpemUtYmFua3MtYWZ0ZXItc3ZiLXNpZ25hdHVyZS1mYWlsdXJlcy13c2otMjAyMy0wMy0xNC_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T23:06:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
54,"{'id': 'google-news', 'name': 'Google News'}",,Euro zone has no direct exposure to SVB -finance ministers' chairman - Reuters.com,Euro zone has no direct exposure to SVB -finance ministers' chairman  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZXVyby16b25lLWhhcy1uby1kaXJlY3QtZXhwb3N1cmUtc3ZiLWZpbmFuY2UtbWluaXN0ZXJzLWNoYWlybWFuLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T18:38:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
55,"{'id': 'google-news', 'name': 'Google News'}",,Canadians can be confident in banking system post-SVB takeover ... - Reuters.com,Canadians can be confident in banking system post-SVB takeover ...  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS93b3JsZC9hbWVyaWNhcy9jYW5hZGlhbnMtY2FuLWJlLWNvbmZpZGVudC1iYW5raW5nLXN5c3RlbS1wb3N0LXN2Yi10YWtlb3Zlci1nb3Zlcm5tZW50LW1pbmlzdGVyLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T21:26:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
56,"{'id': 'google-news', 'name': 'Google News'}",,Canada to start daily bank check-ins after SVB collapse - media - Reuters.com,Canada to start daily bank check-ins after SVB collapse - media  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMib2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvY2FuYWRhLXN0YXJ0LWRhaWx5LWJhbmstY2hlY2staW5zLWFmdGVyLXN2Yi1jb2xsYXBzZS1tZWRpYS0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T02:45:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
57,"{'id': 'google-news', 'name': 'Google News'}",,SVB Financial shares slide again on concerns over balance sheet - Reuters,SVB Financial shares slide again on concerns over balance sheet  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc3ZiLWZpbmFuY2lhbC1zaGFyZXMtc2xpZGUtYWdhaW4tY29uY2VybnMtb3Zlci1iYWxhbmNlLXNoZWV0LTIwMjMtMDMtMTAv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T11:40:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
58,"{'id': 'google-news', 'name': 'Google News'}",,"JPMorgan, PNC among suitors for SVB Financial in deal excluding ... - Reuters","JPMorgan, PNC among suitors for SVB Financial in deal excluding ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMie2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvanBtb3JnYW4tcG5jLWFtb25nLXN1aXRvcnMtc3ZiLWZpbmFuY2lhbC1kZWFsLWV4Y2x1ZGluZy1zdmItYmFuay1heGlvcy0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T05:09:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
59,"{'id': 'google-news', 'name': 'Google News'}",,"Domestic data, not SVB collapse, in focus for rate hikes in Australia ... - Reuters","Domestic data, not SVB collapse, in focus for rate hikes in Australia ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9tYXJrZXRzL3JhdGVzLWJvbmRzL2RvbWVzdGljLWRhdGEtbm90LXN2Yi1jb2xsYXBzZS1mb2N1cy1yYXRlLWhpa2VzLWF1c3RyYWxpYS10b3AtYmFuay1hbmFseXN0cy0yMDIzLTAzLTE0L9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T06:01:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
60,"{'id': 'google-news', 'name': 'Google News'}",,Venture capitalists weigh 'long-shot plan' to preserve parts of SVB -FT - Reuters.com,Venture capitalists weigh 'long-shot plan' to preserve parts of SVB -FT  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvdmVudHVyZS1jYXBpdGFsaXN0cy13ZWlnaC1sb25nLXNob3QtcGxhbi1wcmVzZXJ2ZS1wYXJ0cy1zdmItZnQtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T23:26:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
61,"{'id': 'google-news', 'name': 'Google News'}",,U.S. FDIC Corp transfers SVB deposits to new bridge bank - Reuters.com,U.S. FDIC Corp transfers SVB deposits to new bridge bank  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvdXMtZmRpYy1jb3JwLXRyYW5zZmVycy1zdmItZGVwb3NpdHMtbmV3LWJyaWRnZS1iYW5rLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:43:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
62,"{'id': 'google-news', 'name': 'Google News'}",,Experts flag moral hazard risk as U.S. intervenes in SVB crisis - Reuters.com,Experts flag moral hazard risk as U.S. intervenes in SVB crisis  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZXhwZXJ0cy1mbGFnLW1vcmFsLWhhemFyZC1yaXNrLXVzLWludGVydmVuZXMtc3ZiLWNyaXNpcy0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T06:22:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
63,"{'id': 'google-news', 'name': 'Google News'}",,Mobile games developer Huuuge says has $24.2 mln at SVB - Reuters.com,Mobile games developer Huuuge says has $24.2 mln at SVB  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvbW9iaWxlLWdhbWVzLWRldmVsb3Blci1odXV1Z2Utc2F5cy1oYXMtMjQyLW1sbi1zdmItMjAyMy0wMy0xMy_SAQA?oc%3D5%26hl%3Den-CA%26gl%3DCA%26ceid%3DCA:en&gl=FR&hl=en-CA&cm=2&pc=n&src=1,,2023-03-13T06:26:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
64,"{'id': 'google-news', 'name': 'Google News'}",,INDIA RUPEE Rupee reverses gains as SVB turmoil hits risk ... - Reuters.com,INDIA RUPEE Rupee reverses gains as SVB turmoil hits risk ...  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiggFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9tYXJrZXRzL2N1cnJlbmNpZXMvaW5kaWEtcnVwZWUtcnVwZWUtcmV2ZXJzZXMtZ2FpbnMtc3ZiLXR1cm1vaWwtaGl0cy1yaXNrLWFwcGV0aXRlLXByZW1pdW1zLXVwLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T10:25:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
65,"{'id': 'google-news', 'name': 'Google News'}",,Crypto group DCG looking for new partners following SVB collapse ... - Reuters,Crypto group DCG looking for new partners following SVB collapse ...  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvY3J5cHRvLWdyb3VwLWRjZy1sb29raW5nLW5ldy1wYXJ0bmVycy1mb2xsb3dpbmctc3ZiLWNvbGxhcHNlLWNvaW5kZXNrLTIwMjMtMDMtMTQv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-14T08:02:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
66,"{'id': 'google-news', 'name': 'Google News'}",,Bank falls drag Canada's main stock index lower on SVB contagion ... - Reuters.com,Bank falls drag Canada's main stock index lower on SVB contagion ...  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvYmFuay1mYWxscy1kcmFnLWNhbmFkYXMtbWFpbi1zdG9jay1pbmRleC1sb3dlci1zdmItY29udGFnaW9uLWZlYXJzLTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T14:52:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
67,"{'id': 'google-news', 'name': 'Google News'}",,Market stress indicators begin to flash in wake of SVB collapse - Reuters,Market stress indicators begin to flash in wake of SVB collapse  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZXVyb3BlL21hcmtldC1zdHJlc3MtaW5kaWNhdG9ycy1iZWdpbi1mbGFzaC13YWtlLXN2Yi1jb2xsYXBzZS0yMDIzLTAzLTEzL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T14:22:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
68,"{'id': 'google-news', 'name': 'Google News'}",,SVB UK holds $3 billion of venture capital-backed firms' funds ... - Reuters UK,SVB UK holds $3 billion of venture capital-backed firms' funds ...  Reuters UK,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VrL3N2Yi11ay1ob2xkcy0zLWJpbGxpb24tdmVudHVyZS1jYXBpdGFsLWJhY2tlZC1maXJtcy1mdW5kcy1zdXJ2ZXktMjAyMy0wMy0xMi_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-12T21:10:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
69,"{'id': 'google-news', 'name': 'Google News'}",,Six Hong Kong-listed firms say their deposits at SVB are immaterial - Reuters.com,Six Hong Kong-listed firms say their deposits at SVB are immaterial  Reuters.com,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc2l4LWhvbmcta29uZy1saXN0ZWQtZmlybXMtc2F5LXRoZWlyLWRlcG9zaXRzLXN2Yi1hcmUtaW1tYXRlcmlhbC0yMDIzLTAzLTEyL9IBAA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-12T14:27:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
70,"{'id': 'google-news', 'name': 'Google News'}",,"Israel stocks slip on SVB failure, government vows aid for tech firms - Reuters.com","Israel stocks slip on SVB failure, government vows aid for tech firms  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZ2xvYmFsLW1hcmtldHMtaXNyYWVsLXVwZGF0ZS0xLTIwMjMtMDMtMTIv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-12T11:00:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
71,"{'id': 'google-news', 'name': 'Google News'}",,"VIEW US intervenes to shore up SVB deposits, stem financial fallout - Reuters.com","VIEW US intervenes to shore up SVB deposits, stem financial fallout  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvdmlldy11cy1pbnRlcnZlbmVzLXNob3JlLXVwLXN2Yi1kZXBvc2l0cy1zdGVtLWZpbmFuY2lhbC1mYWxsb3V0LTIwMjMtMDMtMTMv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T01:57:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
72,"{'id': 'google-news', 'name': 'Google News'}",,"UK, Bank of England facilitate sale of SVB UK to HSBC - Reuters.com","UK, Bank of England facilitate sale of SVB UK to HSBC  Reuters.com",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VrL3VrLWJhbmstZW5nbGFuZC1mYWNpbGl0YXRlLXNhbGUtc3ZiLXVrLWhzYmMtMjAyMy0wMy0xMy_SAQA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T07:19:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
73,"{'id': 'google-news', 'name': 'Google News'}",,SVB debacle sparks rush to defensive options on fears of contagion - Reuters,SVB debacle sparks rush to defensive options on fears of contagion  Reuters,https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2Uvc3ZiLWRlYmFjbGUtc3BhcmtzLXJ1c2gtZGVmZW5zaXZlLW9wdGlvbnMtZmVhcnMtY29udGFnaW9uLTIwMjMtMDMtMTAv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-10T18:50:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
74,"{'id': 'google-news', 'name': 'Google News'}",,"HSBC urges SVB UK staff to assure clients their cash, loans are safe ... - Reuters","HSBC urges SVB UK staff to assure clients their cash, loans are safe ...  Reuters",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvaHNiYy11cmdlcy1zdmItdWstc3RhZmYtYXNzdXJlLWNsaWVudHMtdGhlaXItY2FzaC1sb2Fucy1hcmUtc2FmZS1tZW1vLTIwMjMtMDMtMTUv0gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-15T09:16:00Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
75,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: Netflix wins six Oscars,"Netflix took home six Oscars last night, besting all the other streaming services, but a single film, Everything, Everywhere All at Once, dominated the biggest awards. It claimed three of four of the acting awards, along with Best Director and Best Picture.Ne…",https://www.engadget.com/the-morning-after-netflix-wins-six-oscars-111543725.html,https://s.yimg.com/uu/api/res/1.2/_2DZ2YVThX3EZZ5fKLz59Q--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2020-06/d79853b0-af45-11ea-bf29-431281528203.cf.jpg,2023-03-13T11:15:43Z,"Netflix took home six Oscars last night, besting all the other streaming services, but a single film, Everything, Everywhere All at Once, dominated the biggest awards. It claimed three of four of the… [+4125 chars]"
76,"{'id': None, 'name': 'The Guardian'}",Larry Elliott Economics editor,SVB collapse presents central banks with a big headache,Failure of America’s 16th biggest bank amid high inflation poses an awkward decision on interest rates for the Federal ReserveThe collapse of Silicon Valley Bank (SVB) has inevitably conjured up memories of September 2008 when the bankruptcy of Lehman Brother…,https://www.theguardian.com/business/2023/mar/14/svb-collapse-presents-central-banks-with-a-big-headache,https://i.guim.co.uk/img/media/92323dd7b324eca76e312af84f3077f5a663961f/0_203_4000_2401/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=4d48497acc71cab76b132a5785fb917a,2023-03-14T17:12:52Z,"The collapse of Silicon Valley Bank (SVB) has inevitably conjured up memories of September 2008 when the bankruptcy of Lehman Brothers prompted a market meltdown, a global recession and a dramatic ea… [+3761 chars]"
77,"{'id': None, 'name': 'The Guardian'}",Kari Paul in San Francisco and Johana Bhuiyan in New York,‘Lungs of the startup world’: bank fall upends most Silicon Valley industries,"Demise of Silicon Valley Bank has rattled not just businesses and investors but the ecosystem that grew up around itStartup founders, venture capitalists and aspirational entrepreneurs descended on Austin on Friday for the annual South by Southwest conference…",https://www.theguardian.com/technology/2023/mar/15/silicon-valley-bank-failure-industries-investors-rattled,https://i.guim.co.uk/img/media/89e0d54597cb66a569c91116782aa2df336a9c2e/0_304_5000_3000/master/5000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=2a62cf38c631e6585a01ffa6c1dbda27,2023-03-15T10:00:06Z,"Startup founders, venture capitalists and aspirational entrepreneurs descended on Austin on Friday for the annual South by Southwest conference as they do every year. But as the day wore on, a sense … [+5293 chars]"
